,Customer ID,last_date,recency,rank_recency,frequency,freq_ranking,monetary,rank_monet,rec_freq_monet
0,12346.0,2011-01-18,325,0.7103383778269002,34,0.621067845604489,6463.038333333334,0.0015303519809556198,321
1,12347.0,2011-12-07,2,0.031202176500595136,222,0.15371535453154225,615.1912499999999,0.10610440401292297,111
2,12348.0,2011-09-25,75,0.4580853596327155,51,0.5059513688148274,403.88,0.2630505016153715,221
3,12349.0,2011-11-21,18,0.19222921271892535,175,0.19758544465227001,1107.1725,0.02856657031117157,111
4,12350.0,2011-02-02,310,0.6992858357422207,17,0.7903417786090801,334.40000000000003,0.37544635266111204,231
5,12351.0,2010-11-29,375,0.7412854956640027,21,0.7426458085359633,300.93,0.4565550076517599,332
6,12352.0,2011-11-03,36,0.312446862778439,103,0.31567760584934534,284.984,0.48733208637986736,112
7,12353.0,2011-05-19,204,0.6146063594626764,24,0.712208808025846,203.37999999999997,0.6781159666723346,232
8,12354.0,2011-04-21,232,0.6355211698690699,58,0.46956299948988267,1079.4,0.03128719605509267,221
9,12355.0,2011-05-09,214,0.623618432239415,35,0.6116306750552627,473.80499999999995,0.18908348920251658,221
10,12356.0,2011-11-17,22,0.2214759394660772,142,0.24230573031797314,1061.9550000000002,0.032647508927053225,111
11,12357.0,2011-11-06,33,0.3007991838122768,296,0.10661452133990817,6095.886666666663,0.0017003910899506887,111
12,12358.0,2011-12-08,1,0.01479340248257099,77,0.39168508757014114,777.4140000000001,0.06427478320013603,111
13,12359.0,2011-10-13,57,0.3933004591055943,362,0.07753783370175141,887.3389999999999,0.050501615371535455,111
14,12360.0,2011-10-18,52,0.3773167828600578,217,0.15813637136541406,531.6112499999999,0.1469137901717395,111
15,12361.0,2011-02-25,287,0.6846624723686447,29,0.6640877401802414,127.8125,0.8774018024145553,223
16,12362.0,2011-12-06,3,0.046845774528141475,267,0.1209828260499915,486.93000000000006,0.17769086889984698,111
17,12363.0,2011-08-22,109,0.5179391259989797,23,0.7227512327835403,276.0,0.5073967012412854,232
18,12364.0,2011-12-02,7,0.08510457405203196,85,0.36456384968542765,328.275,0.38785920761775206,111
19,12365.0,2011-02-21,291,0.6883183132120387,22,0.7327835402142493,320.69,0.40452304029926883,232
20,12366.0,2010-03-16,633,0.9552797143342969,3,0.9656520999829961,500.24,0.16612820948818227,331
21,12367.0,2011-12-05,4,0.06282945077367795,11,0.8649889474579153,168.9,0.7697670464206767,133
22,12368.0,2010-03-21,628,0.9524740690358783,18,0.7780139432069376,917.6999999999999,0.04795102873660942,331
23,12369.0,2010-10-22,413,0.8042849855466757,93,0.3389729637816698,597.05,0.11375616391770108,311
24,12370.0,2011-10-19,51,0.37264070736269345,201,0.1713144023125319,616.6514285714286,0.10525420846794763,111
25,12371.0,2011-10-26,44,0.3463696650229553,167,0.20634245876551607,813.476,0.05849345349430369,111
26,12372.0,2011-09-29,71,0.44159156606019384,52,0.5004250977724877,432.68,0.22853256248937256,221
27,12373.0,2011-02-01,311,0.7007311681686788,51,0.5059513688148274,375.8833333333334,0.3019894575752423,321
28,12374.0,2011-11-14,25,0.24919231423227342,83,0.37077027716374766,747.3050000000001,0.071586464886924,111
29,12375.0,2011-11-29,10,0.12327835402142492,17,0.7903417786090801,228.75000000000003,0.6116306750552627,132
30,12376.0,2010-11-15,389,0.7679816357762286,13,0.8385478660091821,251.575,0.5594286685937766,332
31,12377.0,2011-01-28,315,0.703621833021595,152,0.22674715184492433,856.5799999999999,0.053392280224451624,311
32,12378.0,2011-08-02,129,0.5404693079408264,301,0.103723856486992,2708.1600000000008,0.005611290596837273,211
33,12379.0,2011-09-19,81,0.47449413365073967,81,0.3784220370685258,405.055,0.261690188743411,211
34,12380.0,2011-11-18,21,0.21144363203536815,277,0.11537153545315422,879.6636363636363,0.05152185002550587,111
35,12381.0,2011-12-05,4,0.06282945077367795,87,0.3563169528991668,369.06199999999995,0.31219180411494646,111
36,12383.0,2011-06-08,184,0.5947968032647509,99,0.32434960040809385,370.11199999999997,0.3106614521339908,211
37,12384.0,2011-11-11,28,0.2636456384968543,27,0.6842373745961571,292.635,0.4733888794422717,122
38,12385.0,2010-11-25,379,0.7485121577962931,65,0.43785070566230233,1938.3999999999999,0.010372385648699202,321
39,12386.0,2011-01-06,337,0.7169699030777079,10,0.8792722326135011,200.95000000000002,0.6845774528141473,332
40,12387.0,2010-10-20,415,0.8076007481720796,9,0.8929603808876041,143.94,0.8362523380377487,333
41,12388.0,2011-11-24,15,0.15992178200986226,146,0.23422887264070735,487.6387500000001,0.1765005951368815,111
42,12389.0,2010-11-02,402,0.7895766026186023,49,0.5175990477809896,477.7766666666666,0.18466247236864478,321
43,12390.0,2011-09-21,79,0.46930794082639005,32,0.637136541404523,549.8399999999999,0.13688148274103043,221
44,12391.0,2011-11-18,21,0.21144363203536815,267,0.1209828260499915,454.14000000000004,0.20608740010202348,111
45,12392.0,2010-04-27,591,0.9311341608569971,7,0.9184662472368644,234.75000000000003,0.597347389899677,332
46,12393.0,2011-09-28,72,0.4464376806665533,107,0.30598537663662645,399.9083333333333,0.2673014793402483,211
47,12394.0,2011-10-07,63,0.41498044550246554,27,0.6842373745961571,636.24,0.09879272232613501,221
48,12395.0,2011-11-20,19,0.20175140282264922,242,0.13569120897806494,314.7446666666667,0.41744601258289404,112
49,12396.0,2010-02-03,674,0.974239074987247,65,0.43785070566230233,931.4300000000006,0.0459105594286686,321
50,12397.0,2011-11-04,35,0.3067505526271042,126,0.2703621833021595,1204.9499999999998,0.0229552797143343,111
51,12398.0,2011-10-25,45,0.3508757014113246,85,0.36456384968542765,1635.6599999999999,0.014453324264580854,111
52,12399.0,2011-08-12,119,0.5295017854106444,110,0.2999489882673015,280.3285714285714,0.49770447202856655,212
53,12400.0,2010-10-21,414,0.806070396191124,11,0.8649889474579153,205.25000000000003,0.6728447542934876,332
54,12401.0,2011-02-09,303,0.6946097602448563,5,0.9449923482400953,84.3,0.9544295187893216,233
55,12402.0,2011-01-20,323,0.7092331236184323,70,0.4167658561469138,209.48333333333332,0.6621322904267981,322
56,12403.0,2011-10-21,49,0.3616731848325115,9,0.8929603808876041,509.68000000000006,0.15915660601938447,131
57,12404.0,2010-01-26,682,0.9786600918211189,1,0.9900527121237884,63.24,0.9761945247406904,333
58,12405.0,2011-07-14,148,0.5587485121577963,54,0.4884373405883353,1710.3900000000006,0.012752933174630166,221
59,12406.0,2011-11-17,22,0.2214759394660772,166,0.20795783030096923,1278.0720000000001,0.020234653970413196,111
60,12407.0,2011-10-21,49,0.3616731848325115,77,0.39168508757014114,341.62399999999997,0.360482911069546,111
61,12408.0,2011-11-07,32,0.2945927563339568,159,0.21611970753273252,542.59625,0.1397721475939466,111
62,12409.0,2011-09-22,78,0.4653970413195035,264,0.12344839313042,3345.612857142857,0.004591055942866859,211
63,12410.0,2011-02-04,308,0.697415405543275,40,0.5760925012752933,337.9033333333333,0.3684747491923142,221
64,12411.0,2010-10-26,409,0.7985036558408434,22,0.7327835402142493,346.9,0.35045060363883695,331
65,12412.0,2011-09-26,74,0.454344499234824,127,0.2684067335487162,432.82166666666666,0.22819248427138242,211
66,12413.0,2011-10-04,66,0.42926373065805135,51,0.5059513688148274,249.8625,0.5635096072096583,222
67,12414.0,2011-05-06,217,0.6259139602108484,28,0.6745451453834382,158.73499999999999,0.7969733038598877,223
68,12415.0,2011-11-15,24,0.2410304370005101,928,0.014963441591566061,5159.227499999999,0.0018704301989457576,111
69,12416.0,2010-02-21,656,0.9658221390919911,11,0.8649889474579153,202.56,0.6808365924162557,332
70,12417.0,2011-12-06,3,0.046845774528141475,370,0.0748172079578303,339.8705,0.3635436150314572,111
71,12418.0,2011-08-19,112,0.5207447712973984,102,0.31746301649379355,505.3,0.16306750552627106,211
72,12419.0,2010-11-19,385,0.7606699540894406,25,0.7022615201496344,251.505,0.5599387859207617,332
73,12420.0,2011-10-07,63,0.41498044550246554,29,0.6640877401802414,600.3900000000001,0.11273592926373066,221
74,12421.0,2011-11-24,15,0.15992178200986226,65,0.43785070566230233,183.1,0.7330385988777419,123
75,12422.0,2011-09-05,95,0.49982996089100495,172,0.20141132460465908,307.75294117647053,0.4385308620982826,212
76,12423.0,2011-12-09,0,0.0030607039619112396,165,0.20906308450943717,262.23900000000003,0.5354531542254719,112
77,12424.0,2011-06-30,162,0.5731168168678796,92,0.34211868729807854,835.0075000000002,0.05543274953239245,211
78,12425.0,2011-09-22,78,0.4653970413195035,91,0.3454344499234824,870.705,0.05237204557048121,211
79,12426.0,2011-05-29,194,0.6053392280224451,77,0.39168508757014114,672.605,0.08808025845944567,211
80,12427.0,2011-11-18,21,0.21144363203536815,31,0.6448733208637987,275.2666666666667,0.508757014113246,122
81,12428.0,2011-11-14,25,0.24919231423227342,294,0.10754973643938105,884.0511111111111,0.05118177180751573,111
82,12429.0,2011-11-30,9,0.11069545995578983,153,0.2256418976364564,775.55125,0.0649549396361163,111
83,12430.0,2011-10-27,43,0.3414385308620983,11,0.8649889474579153,256.4,0.548036048291107,132
84,12431.0,2011-11-04,35,0.3067505526271042,391,0.06903587825199796,386.37851851851855,0.28549566400272064,111
85,12432.0,2011-10-28,42,0.33718755313722154,108,0.30385988777418804,1011.8640000000001,0.03740860397891515,111
86,12433.0,2011-12-09,0,0.0030607039619112396,559,0.03910899506886584,1679.4140000000002,0.013773167828600578,111
87,12434.0,2011-09-16,84,0.4783200136031287,70,0.4167658561469138,367.80999999999995,0.31372215609590204,221
88,12435.0,2011-09-21,79,0.46930794082639005,112,0.2957830300969223,2320.9883333333332,0.006801564359802755,211
89,12436.0,2011-09-01,99,0.504931134160857,16,0.8027546335657201,509.01,0.16017684067335486,231
90,12437.0,2011-12-08,1,0.01479340248257099,564,0.038768916850875704,325.21538461538466,0.39534092841353513,111
91,12438.0,2011-11-25,14,0.15116476789661623,98,0.32681516748852235,1453.425,0.017003910899506886,111
92,12439.0,2010-01-26,682,0.9786600918211189,71,0.4129399761945247,571.44,0.12650909709233124,321
93,12440.0,2010-09-03,462,0.8578473048801224,32,0.637136541404523,429.60000000000014,0.23227342288726407,321
94,12441.0,2010-12-08,366,0.7278524060533923,11,0.8649889474579153,173.55,0.7592246216629824,333
95,12442.0,2011-12-06,3,0.046845774528141475,12,0.8513007991838123,172.06,0.7619452474069036,133
96,12443.0,2009-12-07,732,0.9942186702941677,21,0.7426458085359633,485.31000000000006,0.17939125998979766,331
97,12444.0,2011-11-18,21,0.21144363203536815,177,0.19537493623533414,1001.092,0.0382587995238905,111
